CCAR's Altimetry Explorer
https://ccar.colorado.edu/altimetry/
ALTIMETRY INFORMATION
lat,29.25
lon,-94.75
Source,JPL SSHA Grids v1812

TIDEGAUGE INFORMATION
lat,29.309999465942383
lon,265.2070007324219
code,775
location,Galveston, Pier 21
Source,UHSLC FD + RQ data


Altimetry,,,Tide Gauge
1993.532511978097,-2.002667407417989,,1993.532511978097,-10.020321487836446
1993.546201232033,-1.9578822131883038,,1993.546201232033,-9.595677146265897
1993.5598904859685,-2.0057729384702565,,1993.5598904859685,-9.56198114458516
1993.5735797399043,-2.205631942870084,,1993.5735797399043,-10.446996246098546
1993.5872689938399,-2.3505533870775768,,1993.5872689938399,-10.979815368819239
1993.6009582477755,-2.5086590771711825,,1993.6009582477755,-10.85901942057276
1993.6146475017113,-2.6036583154570665,,1993.6146475017113,-11.284916553465342
1993.6283367556468,-2.7584594960537885,,1993.6283367556468,-11.33585606186864
1993.6420260095824,-3.044100604644736,,1993.6420260095824,-12.900607888794232
1993.6557152635182,-3.2848001564592213,,1993.6557152635182,-13.490796711257321
1993.6694045174538,-3.6469486918932863,,1993.6694045174538,-14.745377905254761
1993.6830937713894,-3.8979007827404377,,1993.6830937713894,-15.311141395039336
1993.6967830253252,-4.074233693107824,,1993.6967830253252,-14.811228508157074
1993.7104722792608,-4.0422067562064745,,1993.7104722792608,-14.52964651374345
1993.7241615331964,-3.9377121957857706,,1993.7241615331964,-14.495765530397415
1993.7378507871322,-3.961655944752085,,1993.7378507871322,-14.592782951749085
1993.7515400410678,-3.8667678680679516,,1993.7515400410678,-13.958141439409571
1993.7652292950033,-3.8172722173684583,,1993.7652292950033,-13.599887848149171
1993.7789185489391,-3.6418246686461653,,1993.7789185489391,-12.88096213848039
1993.7926078028747,-3.2097074041601483,,1993.7926078028747,-12.943407347822651
1993.8062970568103,-2.9084081730214195,,1993.8062970568103,-12.10049397395857
1993.8199863107461,-2.5394556187427684,,1993.8199863107461,-11.944754606532616
1993.8336755646817,-2.210669639786444,,1993.8336755646817,-11.595927250951497
1993.8473648186173,-1.9150091502352038,,1993.8473648186173,-11.82480844751909
1993.861054072553,-1.6248284642133677,,1993.861054072553,-11.085019918772902
1993.8747433264887,-1.4083755743430866,,1993.8747433264887,-10.628695002385896
1993.8884325804245,-1.2490159506568408,,1993.8884325804245,-10.11409347134584
1993.90212183436,-1.0944907604219285,,1993.90212183436,-9.897155438395412
1993.9158110882956,-0.9236831953705742,,1993.9158110882956,-9.591006826196232
1993.9295003422314,-0.8281399379231688,,1993.9295003422314,-9.568302714976275
1993.943189596167,-0.73830128324557,,1993.943189596167,-9.398392627504885
1993.9568788501026,-0.582543864844748,,1993.9568788501026,-9.424593403227869
1993.9705681040384,-0.4257376841698843,,1993.9705681040384,-9.547075176713586
1993.984257357974,-0.3772337461067467,,1993.984257357974,-9.115816736899735
1993.9979466119096,-0.27823243571468903,,1993.9979466119096,-9.289461128087972
1994.0116358658454,-0.1726289823654613,,1994.0116358658454,-8.389137852766664
1994.025325119781,-0.22137586576575463,,1994.025325119781,-7.723721597681506
1994.0390143737166,-0.29994681676543355,,1994.0390143737166,-8.026176440143978
1994.0527036276524,-0.6025714920945756,,1994.0527036276524,-7.982448155667309
1994.066392881588,-0.9757571283872174,,1994.066392881588,-7.361944954803425
1994.0800821355235,-1.2948410539140713,,1994.0800821355235,-7.215829147430304
1994.0937713894593,-1.613858290358333,,1994.107460643395,-7.113237175275593
1994.107460643395,-1.7287238669286449,,1994.148528405202,-6.111334841210412
1994.1211498973305,-1.8606696810706254,,1994.1622176591375,-4.679332650952285
1994.1348391512663,-2.04692939689817,,1994.1759069130733,-4.760680061640197
1994.148528405202,-2.001264074189808,,1994.2032854209447,-4.443023752313789
1994.1622176591375,-1.8179715082980217,,1994.2169746748802,-4.553112447687015
1994.1759069130733,-1.7668292053089791,,1994.2306639288158,-5.453097731656674
1994.1895961670089,-1.7838486965540974,,1994.2443531827516,-5.657598781985789
1994.2032854209447,-2.0141391241570803,,1994.2580424366872,-5.292885274803409
1994.2169746748802,-2.41236291926982,,1994.2717316906228,-5.447269802406933
1994.2306639288158,-2.8324920327511545,,1994.2854209445586,-5.615950499807543
1994.2443531827516,-3.253082140192204,,1994.2991101984942,-5.70122638334538
1994.2580424366872,-3.5402656173854563,,1994.3127994524298,-6.279234216062394
1994.2717316906228,-3.6338865580667115,,1994.3264887063656,-7.401713368519737
1994.2854209445586,-3.6986905825362357,,1994.3401779603012,-7.389484678688846
1994.2991101984942,-3.9570327372233156,,1994.3538672142367,-7.092874561021319
1994.3127994524298,-4.417960222501895,,1994.3675564681726,-7.08713593843202
1994.3264887063656,-4.733428183873178,,1994.3812457221081,-7.5547327312942265
1994.3401779603012,-5.02467539455898,,1994.3949349760437,-8.443598387202822
1994.3538672142367,-5.0561620235841325,,1994.4086242299795,-9.113767173902547
1994.3675564681726,-5.04790091756266,,1994.422313483915,-8.454198551386794
1994.3812457221081,-5.0997833689714165,,1994.4360027378507,-8.150300072549774
1994.3949349760437,-5.169820608827445,,1994.4496919917865,-8.403437614640419
1994.4086242299795,-5.1558247923065785,,1994.463381245722,-8.710448094090458
1994.422313483915,-5.053625197502513,,1994.4770704996577,-9.303169734716093
1994.4360027378507,-4.914864253434245,,1994.4907597535935,-9.668004426793015
1994.4496919917865,-4.929407499360622,,1994.504449007529,-10.657525747902518
1994.463381245722,-5.013343815950615,,1994.5181382614649,-10.670144844419163
1994.4770704996577,-5.282619988294775,,1994.5318275154004,-9.729844635736892
1994.4907597535935,-5.62838649185692,,1994.545516769336,-9.493990753292545
1994.504449007529,-6.029119876567859,,1994.5592060232718,-9.757225323904128
1994.5181382614649,-6.068602000469992,,1994.5728952772074,-9.863447220142513
1994.5318275154004,-6.080788063481452,,1994.586584531143,-9.345879803113265
1994.545516769336,-5.860552664558397,,1994.6002737850788,-9.383224552144009
1994.5592060232718,-5.565116154403982,,1994.6139630390144,-9.839896389470475
1994.5728952772074,-5.438933999485815,,1994.62765229295,-9.198334042817523
1994.586584531143,-5.400773953627021,,1994.6413415468858,-8.847376517947884
1994.6002737850788,-5.4167209267816405,,1994.6550308008214,-8.238694744246528
1994.6139630390144,-5.431574179127283,,1994.668720054757,-7.427265768952058
1994.62765229295,-5.403983374379014,,1994.6824093086927,-7.311875559985925
1994.6413415468858,-5.175078317775306,,1994.6960985626283,-7.355635572743763
1994.6550308008214,-4.835783893747229,,1994.709787816564,-7.36249776984823
1994.668720054757,-4.567544270528347,,1994.7234770704997,-6.917752768929905
1994.6824093086927,-4.415503764711449,,1994.7371663244353,-5.884496232854376
1994.6960985626283,-4.422731018992865,,1994.7508555783709,-4.920049496913805
1994.709787816564,-4.491408111483904,,1994.7645448323067,-4.928321722794482
1994.7234770704997,-4.508882338670438,,1994.7782340862423,-5.160102541792692
1994.7371663244353,-4.426859134075791,,1994.791923340178,-5.02127615079863
1994.7508555783709,-4.316715829786037,,1994.8056125941137,-4.428950095308927
1994.7645448323067,-4.148340739780888,,1994.8193018480492,-3.963494447485303
1994.7782340862423,-3.9606128218210945,,1994.832991101985,-3.7244896913563865
1994.791923340178,-3.787160977922072,,1994.8466803559206,-2.738584285094311
1994.8056125941137,-3.6187155379043263,,1994.8603696098562,-2.6872655037030935
1994.8193018480492,-3.402048904152737,,1994.874058863792,-3.614549696938925
1994.832991101985,-3.229578655050689,,1994.8877481177276,-4.614600452325516
1994.8466803559206,-3.319477542800741,,1994.9014373716632,-4.711285262386536
1994.8603696098562,-3.8352169870730974,,1994.915126625599,-4.857683096568236
1994.874058863792,-4.512620757532302,,1994.9288158795346,-6.483556718696708
1994.8877481177276,-5.28085056846523,,1994.9425051334701,-7.078804627752768
1994.9014373716632,-5.798455508715984,,1994.956194387406,-6.3049081026712255
1994.915126625599,-6.125028499572002,,1994.9698836413415,-7.5783889829716475
1994.9288158795346,-6.097944139883892,,1994.9835728952771,-8.226293511795793
1994.9425051334701,-6.066392803366659,,1994.997262149213,-8.409716815286595
1994.956194387406,-6.12815078860906,,1995.0109514031485,-8.611381414288706
1994.9698836413415,-6.138510017031431,,1995.024640657084,-8.331281595694303
1994.9835728952771,-6.305562382097695,,1995.03832991102,-7.978403557510761
1994.997262149213,-6.431474600157775,,1995.0520191649555,-8.170529040138897
1995.0109514031485,-6.369635577377432,,1995.065708418891,-7.73012773115079
1995.024640657084,-6.314111493875986,,1995.0793976728269,-7.1843411533448736
1995.03832991102,-6.188442684297353,,1995.0930869267625,-6.929058091802127
1995.0520191649555,-5.892995068218895,,1995.1067761806983,-6.609078963072279
1995.065708418891,-5.598683934323498,,1995.1204654346338,-6.266363956420512
1995.0793976728269,-5.307827113762276,,1995.1341546885694,-6.032357358835283
1995.0930869267625,-5.0715457784638724,,1995.1478439425052,-6.460378283216701
1995.1067761806983,-4.945745661944481,,1995.1615331964408,-6.606066117129537
1995.1204654346338,-5.0209111514426725,,1995.1752224503764,-6.663867453431849
1995.1341546885694,-5.0173160404296535,,1995.1889117043122,-6.895550099475913
1995.1478439425052,-4.971818089532072,,1995.2026009582478,-6.482729022358565
1995.1615331964408,-5.013771895844069,,1995.2162902121834,-6.00738879524985
1995.1752224503764,-5.0654772824019005,,1995.2299794661192,-5.044387272342314
1995.1889117043122,-5.061684654989389,,1995.2436687200548,-4.60592583220282
1995.2026009582478,-4.850366536902638,,1995.2573579739903,-3.761972572772142
1995.2162902121834,-4.475469805412502,,1995.2710472279261,-2.4846262847237437
1995.2299794661192,-4.038433029664975,,1995.2847364818617,-2.2964108303478916
1995.2436687200548,-3.748939719679572,,1995.2984257357973,-2.0544916590359885
1995.2573579739903,-3.4636629654685915,,1995.3121149897331,-1.6308085353301425
1995.2710472279261,-3.4952356574204124,,1995.3258042436687,-1.192121071811778
1995.2847364818617,-3.6177537853099397,,1995.3394934976043,-1.051966272232839
1995.2984257357973,-3.684299687565363,,1995.35318275154,-1.2345299228161586
1995.3121149897331,-3.7610434253495617,,1995.3668720054757,-1.5464362435975645
1995.3258042436687,-3.635253611249988,,1995.3805612594113,-2.2564626508422405
1995.3394934976043,-3.433943707325453,,1995.394250513347,-2.551188713745054
1995.35318275154,-3.3664203961162293,,1995.4079397672826,-2.3945903477674833
1995.3668720054757,-3.331609351833726,,1995.4216290212185,-2.43159191511694
1995.3805612594113,-3.4092957456956117,,1995.435318275154,-2.3835901518898295
1995.394250513347,-3.576862856644358,,1995.4490075290896,-1.9959646743600314
1995.4079397672826,-3.438646538955346,,1995.4626967830254,-1.8535902092009817
1995.4216290212185,-3.2561935628187753,,1995.476386036961,-2.168365632530521
1995.435318275154,-3.074486305963429,,1995.4900752908966,-2.0347743923977677
1995.4490075290896,-3.0272619706153954,,1995.5037645448324,-1.7494899438575728
1995.4626967830254,-2.92512099471891,,1995.517453798768,-1.3230384731512013
1995.476386036961,-2.8351488115386054,,1995.5311430527036,-1.3795294678371974
1995.4900752908966,-2.764379509872384,,1995.5448323066394,-1.392462653968853
1995.5037645448324,-2.578697407974505,,1995.558521560575,-1.2006175299317334
1995.517453798768,-2.3558987981658763,,1995.5722108145105,-0.8440292472550985
1995.5311430527036,-2.064842371887354,,1995.5859000684463,0.10794800491439034
1995.5448323066394,-1.710148512769558,,1995.599589322382,0.16049158604644945
1995.558521560575,-1.2429686116019096,,1995.6132785763175,0.12107902600677285
1995.5722108145105,-0.7056695141373115,,1995.6269678302533,0.6791812202541538
1995.5859000684463,-0.07013672885849168,,1995.640657084189,0.07788901852689158
1995.599589322382,0.3283815541887653,,1995.6543463381245,0.4494840506763309
1995.6132785763175,0.5543668063049061,,1995.6680355920603,0.9349663381179463
1995.6269678302533,0.6587892857967037,,1995.6817248459959,0.8275525746502287
1995.640657084189,0.7369386667615894,,1995.6954140999314,0.8721598862812323
1995.6543463381245,0.9357593358614755,,1995.7091033538672,0.6328903684260138
1995.6680355920603,1.119944311599992,,1995.7227926078028,0.9485317355247161
1995.6817248459959,1.1264453393700655,,1995.7364818617386,1.0880890012564581
1995.6954140999314,1.1427049488748258,,1995.7501711156742,0.11436124896024794
1995.7091033538672,1.1775699882092268,,1995.7638603696098,-1.056423723459675
1995.7227926078028,1.1811647402206211,,1995.7775496235456,-2.0349057547349565
1995.7364818617386,1.0928052207870902,,1995.7912388774812,-2.4268105240796483
1995.7501711156742,0.6262716553371512,,1995.8049281314168,-3.1610827230018255
1995.7638603696098,-0.1320746755665612,,1995.8186173853526,-3.8019297756911903
1995.7775496235456,-0.9799577190830934,,1995.8323066392882,-3.684774287952336
1995.7912388774812,-1.6751253649951952,,1995.8459958932237,-4.828116061652584
1995.8049281314168,-2.2315915248662117,,1995.8596851471596,-6.3853071481360955
1995.8186173853526,-2.6727121286615407,,1995.8733744010951,-6.900245952438658
1995.8323066392882,-2.972377824099371,,1995.8870636550307,-7.590998765700984
1995.8459958932237,-3.3224643883816527,,1995.9007529089665,-7.409359226270011
1995.8596851471596,-3.753161957920237,,1995.914442162902,-7.600358028066406
1995.8733744010951,-4.216004738654476,,1995.9281314168377,-9.025736654319163
1995.8870636550307,-4.659454708272825,,1995.9418206707735,-9.36339997270752
1995.9007529089665,-5.096644038244209,,1995.955509924709,-10.110863153106903
1995.914442162902,-5.429162958166928,,1995.9691991786447,-10.936708543045892
1995.9281314168377,-6.001111848438118,,1995.9828884325805,-11.108067853465311
1995.9418206707735,-6.379701821190221,,1995.996577686516,-11.222144276683263
1995.955509924709,-6.480509070396139,,1996.0102669404519,-11.849788001059402
1995.9691991786447,-6.5167606415353,,1996.0239561943874,-12.551137036725736
1995.9828884325805,-6.66653797967866,,1996.037645448323,-12.479333369476196
1995.996577686516,-7.013200865698963,,1996.0513347022588,-13.976322271261624
1996.0102669404519,-7.500082842903469,,1996.0650239561944,-14.15274018007112
1996.0239561943874,-7.764756676121225,,1996.07871321013,-14.219893990313594
1996.037645448323,-7.896197644160478,,1996.0924024640658,-14.489831942743216
1996.0513347022588,-7.932321360755719,,1996.1060917180014,-14.555503648443977
1996.0650239561944,-7.89188666137416,,1996.119780971937,-15.035004202396415
1996.07871321013,-7.848482464293542,,1996.1334702258728,-15.671894914438518
1996.0924024640658,-7.879511846274742,,1996.1471594798084,-15.579590980263726
1996.1060917180014,-7.733723231911365,,1996.160848733744,-15.78180449714952
1996.119780971937,-7.564329793983538,,1996.1745379876797,-16.589029654567238
1996.1334702258728,-7.30692817837054,,1996.1882272416153,-15.863055744730136
1996.1471594798084,-7.038924968375717,,1996.201916495551,-15.417492877031885
1996.160848733744,-6.89150085455314,,1996.2156057494867,-15.522294965235137
1996.1745379876797,-6.910210979526341,,1996.2292950034223,-15.40426469604808
1996.1882272416153,-6.984813831571555,,1996.2429842573579,-15.69952577781068
1996.201916495551,-7.046677485403329,,1996.2566735112937,-16.245948790553545
1996.2156057494867,-6.953115576315724,,1996.2703627652293,-16.53551838308635
1996.2292950034223,-6.791883211619302,,1996.2840520191648,-16.886631346568254
1996.2429842573579,-6.720425958562275,,1996.2977412731007,-16.956317184165016
1996.2566735112937,-6.84476299637084,,1996.3114305270362,-16.748375130840067
1996.2703627652293,-6.896870681671166,,1996.325119780972,-16.897424086802936
1996.2840520191648,-6.952824273826759,,1996.3388090349076,-17.248864538251997
1996.2977412731007,-7.049285503707875,,1996.3524982888432,-17.64275417245822
1996.3114305270362,-7.111294595470631,,1996.366187542779,-17.42960147294562
1996.325119780972,-7.1906209546857465,,1996.3798767967146,-17.286084028179992
1996.3388090349076,-7.30943710943008,,1996.3935660506502,-16.23470053133209
1996.3524982888432,-7.494495244016695,,1996.407255304586,-16.211367422927125
1996.366187542779,-7.589721987669308,,1996.4209445585216,-16.220972774126338
1996.3798767967146,-7.654036863231702,,1996.4346338124572,-15.632901277334211
1996.3935660506502,-7.705721463282086,,1996.448323066393,-15.92054506527776
1996.407255304586,-7.788652961269309,,1996.4620123203285,-15.660815494428856
1996.4209445585216,-7.892039594113013,,1996.4757015742641,-14.64967099141955
1996.4346338124572,-7.87270434585555,,1996.4893908282,-14.377675573098642
1996.448323066393,-7.836570768696203,,1996.5030800821355,-14.045601726602357
1996.4620123203285,-7.668111998878609,,1996.516769336071,-13.992090002686071
1996.4757015742641,-7.595037682411306,,1996.530458590007,-14.469375973116078
1996.4893908282,-7.660172523627534,,1996.5441478439425,-14.483093181614166
1996.5030800821355,-7.627535627329311,,1996.557837097878,-14.484158437594068
1996.516769336071,-7.717509274695415,,1996.5715263518139,-14.508743330312141
1996.530458590007,-7.699897810667324,,1996.5852156057495,-14.486333251338552
1996.5441478439425,-7.608755779288936,,1996.598904859685,-12.295872582215758
1996.557837097878,-7.507845304095364,,1996.6125941136208,-11.477992109828755
1996.5715263518139,-7.402750211315197,,1996.6262833675564,-10.527312251325709
1996.5852156057495,-7.084135127250319,,1996.6399726214922,-9.8328133770207
1996.598904859685,-6.622236126323206,,1996.6536618754278,-8.80226248169407
1996.6125941136208,-6.152432057368047,,1996.6673511293634,-8.338683732664016
1996.6262833675564,-5.774723968602159,,1996.6810403832992,-7.900859068204284
1996.6399726214922,-5.5950406078361645,,1996.6947296372348,-8.19984407275958
1996.6536618754278,-5.415459988202509,,1996.7084188911704,-6.607483844365562
1996.6673511293634,-4.996295520567403,,1996.7221081451062,-5.724913510244188
1996.6810403832992,-4.483816786577297,,1996.7357973990418,-5.031028440912872
1996.6947296372348,-3.681352184355841,,1996.7494866529773,-4.454910050111216
1996.7084188911704,-2.873585614964553,,1996.7631759069131,-3.7241943231301513
1996.7221081451062,-2.414448258577393,,1996.7768651608487,-3.889371853082787
1996.7357973990418,-2.1065010140001177,,1996.7905544147843,-3.2360101353586916
1996.7494866529773,-1.9658723693416507,,1996.8042436687201,-2.980891117158173
1996.7631759069131,-1.8829629801212378,,1996.8179329226557,-3.140059455646786
1996.7768651608487,-1.7623999109630828,,1996.8316221765913,-2.7087795327166164
1996.7905544147843,-1.4955924857090155,,1996.845311430527,-1.9574019303095715
1996.8042436687201,-1.3335859589148598,,1996.8590006844627,-1.1791427096228415
1996.8179329226557,-1.2310071539615683,,1996.8726899383983,0.3822186173878013
1996.8316221765913,-0.9509790808827993,,1996.886379192334,0.7927141598818099
1996.845311430527,-0.690312477005043,,1996.9000684462696,1.6646253622925047
1996.8590006844627,-0.07527297536313488,,1996.9137577002055,2.296971124985613
1996.8726899383983,0.36404688383527684,,1996.927446954141,2.592032617066969
1996.886379192334,0.8914444871562077,,1996.9411362080766,0.9718999881264142
1996.9000684462696,1.285096354224162,,1996.9548254620124,1.339025538362205
1996.9137577002055,1.8532220038682028,,1996.968514715948,1.0807677098228303
1996.927446954141,2.575078022882489,,1996.9822039698836,1.7179105212825005
1996.9411362080766,3.0816685822682603,,1996.9958932238194,1.8451437779468958
1996.9548254620124,3.778723274983742,,1997.009582477755,2.079490523966858
1996.968514715948,4.044238763513314,,1997.0232717316906,2.412669737218939
1996.9822039698836,4.142018956709075,,1997.0369609856264,3.9473841469756126
1996.9958932238194,4.17221944379934,,1997.050650239562,2.8135252306289598
1997.009582477755,4.016454853107105,,1997.0643394934975,2.0242898515862553
1997.0232717316906,3.8950095651845777,,1997.0780287474333,2.2162055660888615
1997.0369609856264,3.5068990183620756,,1997.091718001369,2.9010642765969252
1997.050650239562,3.0771623014137415,,1997.1054072553045,3.597766565649252
1997.0643394934975,2.9317875805708247,,1997.1190965092403,3.9320816287035
1997.0780287474333,2.9695663968050434,,1997.132785763176,3.8163301614754555
1997.091718001369,3.172849859368975,,1997.1464750171115,4.608999775191315
1997.1054072553045,3.4997115964610153,,1997.1601642710473,3.7143044468894693
1997.1190965092403,3.6920515205039455,,1997.1738535249829,3.5057011048051976
1997.132785763176,3.7497843064508856,,1997.1875427789184,3.1933776543587022
1997.1464750171115,3.7518724220154183,,1997.2012320328543,2.791727533201266
1997.1601642710473,3.8252675398974834,,1997.2149212867898,1.922826221489037
1997.1738535249829,3.6544886414359774,,1997.2286105407256,2.075925016522679
1997.1875427789184,3.381314819175783,,1997.2422997946612,1.578976813007356
1997.2012320328543,3.0332660413823613,,1997.2559890485968,0.934207628645492
1997.2149212867898,2.737998626250065,,1997.2696783025326,0.4297462095589155
1997.2286105407256,2.3540463145532122,,1997.2833675564682,0.3353222830341569
1997.2422997946612,1.9919848599246537,,1997.2970568104038,-0.297958051156125
1997.2559890485968,1.4436827067638094,,1997.3107460643396,-0.45775362342344933
1997.2696783025326,0.5930917556684163,,1997.3244353182752,-1.2185425260510496
1997.2833675564682,-0.08685935581079564,,1997.3381245722107,-2.5975884158271447
1997.2970568104038,-0.9575093615993131,,1997.3518138261466,-2.9228203636538668
1997.3107460643396,-1.3928539548124528,,1997.3655030800821,-3.604630410441973
1997.3244353182752,-1.6590036474362124,,1997.3791923340177,-4.291595444572208
1997.3381245722107,-1.8550931704192626,,1997.3928815879535,-4.594132272169372
1997.3518138261466,-1.9244501405325483,,1997.406570841889,-5.088096740637399
1997.3655030800821,-1.8296022253983881,,1997.4202600958247,-5.322339439496445
1997.3791923340177,-1.6365070584598904,,1997.4339493497605,-6.69423179134874
1997.3928815879535,-1.5438150363645615,,1997.447638603696,-8.097177221682767
1997.406570841889,-1.5631921385910192,,1997.4613278576317,-8.608122533336457
1997.4202600958247,-1.7540782899827099,,1997.4750171115675,-8.755084596900627
1997.4339493497605,-2.044744321497191,,1997.488706365503,-9.460707002646524
1997.447638603696,-2.4575618056776514,,1997.5023956194386,-9.489860416552819
1997.4613278576317,-2.738141034508976,,1997.5160848733744,-9.525299069481973
1997.4750171115675,-2.9990006685979664,,1997.52977412731,-9.61138412346059
1997.488706365503,-3.1559660504767213,,1997.5434633812458,-9.697882652304212
1997.5023956194386,-3.3873096731857273,,1997.5571526351814,-9.155848704971316
1997.5160848733744,-3.4616472081472978,,1997.570841889117,-9.745590456281672
1997.52977412731,-3.3701102392438598,,1997.5845311430528,-10.508724864019523
1997.5434633812458,-3.4418820361676254,,1997.5982203969884,-10.112318620616897
1997.5571526351814,-3.54870630168468,,1997.611909650924,-8.781111589589285
1997.570841889117,-3.6408593932913735,,1997.6255989048598,-9.033816428741732
1997.5845311430528,-3.650883886241693,,1997.6392881587954,-9.43548579772095
1997.5982203969884,-3.547089415327959,,1997.652977412731,-10.009936495193772
1997.611909650924,-3.327885933621519,,1997.6666666666667,-10.248218131790365
1997.6255989048598,-3.3236184013952608,,1997.6803559206023,-10.877112570733676
1997.6392881587954,-3.527627222418241,,1997.694045174538,-11.223649399791011
1997.652977412731,-3.8505126486963963,,1997.7077344284737,-11.61962216485678
1997.6666666666667,-3.9760065032195393,,1997.7214236824093,-12.022090013294736
1997.6803559206023,-4.005246068457778,,1997.7351129363449,-11.829849767001196
1997.694045174538,-4.017489453242396,,1997.7488021902807,-11.643864260456237
1997.7077344284737,-4.083932386651673,,1997.7624914442163,-12.099634014166543
1997.7214236824093,-4.312210156693233,,1997.7761806981518,-12.055500932823982
1997.7351129363449,-4.714011763929268,,1997.7898699520877,-12.712874672816126
1997.7488021902807,-5.140455805940855,,1997.8035592060232,-12.640374558088272
1997.7624914442163,-5.616385893276859,,1997.817248459959,-12.301882371171954
1997.7761806981518,-5.967157270459389,,1997.8309377138946,-13.828503935537682
